Oil Price,5%,10%,20%
60,1.4051209688186646,1.3848649203777312,1.3544808477163315
61,1.4118729849656422,1.39127933571736,1.360388861844937
62,1.41862500111262,1.397693751056989,1.3662968759735425
63,1.4253770172595979,1.404108166396618,1.372204890102148
64,1.4321290334065755,1.4105225817362468,1.3781129042307536
65,1.4388810495535533,1.4169369970758756,1.384020918359359
66,1.445633065700531,1.4233514124155044,1.3899289324879647
67,1.4523850818475088,1.4297658277551333,1.39583694661657
68,1.4591370979944864,1.436180243094762,1.4017449607451757
69,1.4658891141414643,1.442594658434391,1.4076529748737812
70,1.472641130288442,1.44900907377402,1.4135609890023866
71,1.4793931464354197,1.4554234891136488,1.4194690031309922
72,1.4861451625823974,1.4618379044532777,1.4253770172595979
73,1.4928971787293752,1.4682523197929065,1.4312850313882033
74,1.499649194876353,1.4746667351325353,1.4371930455168087
75,1.5064012110233307,1.4810811504721642,1.4431010596454144
76,1.5131532271703083,1.487495565811793,1.44900907377402
77,1.5199052433172862,1.4939099811514218,1.4549170879026254
78,1.526657259464264,1.5003243964910506,1.4608251020312308
79,1.5334092756112416,1.5067388118306795,1.4667331161598365
80,1.5401612917582195,1.5131532271703083,1.472641130288442
81,1.546913307905197,1.5195676425099371,1.4785491444170475
82,1.553665324052175,1.525982057849566,1.484457158545653
83,1.5604173401991526,1.5323964731891948,1.4903651726742586
84,1.5671693563461304,1.5388108885288239,1.496273186802864
85,1.573921372493108,1.5452253038684527,1.5021812009314695
86,1.5806733886400859,1.5516397192080815,1.508089215060075
87,1.5874254047870635,1.5580541345477106,1.5139972291886805
88,1.5941774209340414,1.5644685498873394,1.5199052433172862
89,1.600929437081019,1.5708829652269682,1.5258132574458916
90,1.6076814532279968,1.577297380566597,1.5317212715744972
